Heart Rate,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,power,speed,timestamp
229,23,150,915,23,1,229,0,98063,250,1,7/20/2021 21:26
234,24,151,916,24,1,234,0,98170,250,1,7/20/2021 21:26
238,25,152,917,25,1,238,0,98278,250,1,7/20/2021 21:26
241,26,153,918,26,1,241,0,98385,250,1,7/20/2021 21:26
245,27,154,919,27,1,245,0,98492,250,1,7/20/2021 21:26
247,28,155,920,28,1,247,0,98599,250,1,7/20/2021 21:26
250,29,156,921,29,1,250,0,98706,250,1,7/20/2021 21:26
251,30,157,922,30,1,251,0,98814,250,1,7/20/2021 21:26
252,31,158,923,31,1,252,0,98921,250,1,7/20/2021 21:26
253,32,159,924,32,1,253,0,99028,250,1,7/20/2021 21:26
254,33,160,925,33,1,254,0,99135,250,1,7/20/2021 21:26
253,34,161,926,34,1,253,0,99242,250,1,7/20/2021 21:26
252,35,162,927,35,1,252,0,99349,250,1,7/20/2021 21:26
251,36,163,928,36,1,251,0,99457,250,1,7/20/2021 21:26
250,37,164,929,37,1,250,0,99564,250,1,7/20/2021 21:26
247,38,165,930,38,1,247,0,99671,250,1,7/20/2021 21:26
245,39,166,931,39,1,245,0,99778,250,1,7/20/2021 21:26
241,40,167,932,40,1,241,0,99885,250,1,7/20/2021 21:26
238,41,168,933,41,1,238,0,99992,250,1,7/20/2021 21:26
234,42,169,934,42,1,234,0,100100,250,1,7/20/2021 21:26
229,43,170,935,43,1,229,0,100207,250,1,7/20/2021 21:26
224,44,171,936,44,1,224,0,100314,250,1,7/20/2021 21:26
219,45,172,937,45,1,219,0,100421,250,1,7/20/2021 21:26
213,46,173,938,46,1,213,0,100528,250,1,7/20/2021 21:26
207,47,174,939,47,1,207,0,100635,250,1,7/20/2021 21:26
201,48,175,940,48,1,201,0,100743,250,1,7/20/2021 21:27
195,49,176,941,49,1,195,0,100850,250,1,7/20/2021 21:27
188,50,177,942,50,1,188,0,100957,250,1,7/20/2021 21:27
181,51,178,943,51,1,181,0,101064,250,1,7/20/2021 21:27
173,52,179,944,52,1,173,0,101171,250,1,7/20/2021 21:27
166,53,180,945,53,1,166,0,101278,250,1,7/20/2021 21:27
158,54,181,946,54,1,158,0,101386,250,1,7/20/2021 21:27
150,55,182,947,55,1,150,0,101493,250,1,7/20/2021 21:27
142,56,183,948,56,1,142,0,101600,250,1,7/20/2021 21:27
134,57,184,949,57,1,134,0,101707,250,1,7/20/2021 21:27
127,58,185,950,58,1,127,0,101814,250,1,7/20/2021 21:27
119,59,186,951,59,1,119,0,101922,250,1,7/20/2021 21:27
111,60,187,952,60,1,111,0,102029,250,1,7/20/2021 21:27
103,61,188,953,61,1,103,0,102136,250,1,7/20/2021 21:27
95,62,189,954,62,1,95,0,102243,250,1,7/20/2021 21:27
87,63,190,955,63,1,87,0,102350,250,1,7/20/2021 21:27
80,64,191,956,64,1,80,0,102457,250,1,7/20/2021 21:27
72,65,192,957,65,1,72,0,102565,250,1,7/20/2021 21:27
65,66,193,958,66,1,65,0,102672,250,1,7/20/2021 21:27
58,67,194,959,67,1,58,0,102779,250,1,7/20/2021 21:27
52,68,195,960,68,1,52,0,102886,250,1,7/20/2021 21:27
46,69,196,961,69,1,46,0,102993,250,1,7/20/2021 21:27
40,70,197,962,70,1,40,0,103100,250,1,7/20/2021 21:27
34,71,198,963,71,1,34,0,103208,250,1,7/20/2021 21:27
29,72,199,964,72,1,29,0,103315,250,1,7/20/2021 21:27
24,73,200,965,73,1,24,0,103422,250,1,7/20/2021 21:27
19,74,201,966,74,1,19,0,103529,250,1,7/20/2021 21:27
15,75,202,967,75,1,15,0,103636,250,1,7/20/2021 21:27
12,76,203,968,76,1,12,0,103743,250,1,7/20/2021 21:27
8,77,204,969,77,1,8,0,103851,250,1,7/20/2021 21:27
6,78,205,970,78,1,6,0,103958,250,1,7/20/2021 21:27
3,79,206,971,79,1,3,0,104065,250,1,7/20/2021 21:27
2,80,207,972,80,1,2,0,104172,250,1,7/20/2021 21:27
1,81,208,973,81,1,1,0,104279,250,1,7/20/2021 21:27
0,82,209,974,82,1,0,0,104387,250,1,7/20/2021 21:27
0,83,210,975,83,1,0,0,104494,250,1,7/20/2021 21:27
0,84,211,976,84,1,0,0,104601,250,1,7/20/2021 21:27
1,85,212,977,85,1,1,0,104708,250,1,7/20/2021 21:27
2,86,213,978,86,1,2,0,104815,250,1,7/20/2021 21:27
3,87,214,979,87,1,3,0,104922,250,1,7/20/2021 21:27
6,88,215,980,88,1,6,0,105030,250,1,7/20/2021 21:27
8,89,216,981,89,1,8,0,105137,250,1,7/20/2021 21:27
12,90,217,982,90,1,12,0,105244,250,1,7/20/2021 21:27
15,91,218,983,91,1,15,0,105351,250,1,7/20/2021 21:27
19,92,219,984,92,1,19,0,105458,250,1,7/20/2021 21:27
24,93,220,985,93,1,24,0,105565,250,1,7/20/2021 21:27
29,94,221,986,94,1,29,0,105673,250,1,7/20/2021 21:27
34,95,222,987,95,1,34,0,105780,250,1,7/20/2021 21:27
40,96,223,988,96,1,40,0,105887,250,1,7/20/2021 21:27
46,97,224,989,97,1,46,0,105994,250,1,7/20/2021 21:27
52,98,225,990,98,1,52,0,106101,250,1,7/20/2021 21:27
58,99,226,991,99,1,58,0,106208,250,1,7/20/2021 21:27
65,100,227,992,100,1,65,0,106316,250,1,7/20/2021 21:27
72,101,228,993,101,1,72,0,106423,250,1,7/20/2021 21:27
80,102,229,994,102,1,80,0,106530,250,1,7/20/2021 21:27
87,103,230,995,103,1,87,0,106637,250,1,7/20/2021 21:27
95,104,231,996,104,1,95,0,106744,250,1,7/20/2021 21:27
103,105,232,997,105,1,103,0,106851,250,1,7/20/2021 21:27
111,106,233,998,106,1,111,0,106959,250,1,7/20/2021 21:27
119,107,234,999,107,1,119,0,107066,250,1,7/20/2021 21:27
126,108,235,1000,108,1,126,0,107173,250,1,7/20/2021 21:28
134,109,236,1001,109,1,134,0,107280,250,1,7/20/2021 21:28
142,110,237,1002,110,1,142,0,107387,250,1,7/20/2021 21:28
150,111,238,1003,111,1,150,0,107495,250,1,7/20/2021 21:28
158,112,239,1004,112,1,158,0,107602,250,1,7/20/2021 21:28
166,113,240,1005,113,1,166,0,107709,250,1,7/20/2021 21:28
173,114,241,1006,114,1,173,0,107816,250,1,7/20/2021 21:28
181,115,242,1007,115,1,181,0,107923,250,1,7/20/2021 21:28
188,116,243,1008,116,1,188,0,108030,250,1,7/20/2021 21:28
195,117,244,1009,117,1,195,0,108138,250,1,7/20/2021 21:28
201,118,245,1010,118,1,201,0,108245,250,1,7/20/2021 21:28
207,119,246,1011,119,1,207,0,108352,250,1,7/20/2021 21:28
213,120,247,1012,120,1,213,0,108459,250,1,7/20/2021 21:28
219,121,248,1013,121,1,219,0,108566,250,1,7/20/2021 21:28
224,122,249,1014,122,1,224,0,108673,250,1,7/20/2021 21:28
229,123,250,1015,123,1,229,0,108781,250,1,7/20/2021 21:28
234,124,251,1016,124,1,234,0,108888,250,1,7/20/2021 21:28
238,125,252,1017,125,1,238,0,108995,250,1,7/20/2021 21:28
241,126,253,1018,126,1,241,0,109102,250,1,7/20/2021 21:28
245,127,254,1019,127,1,245,0,109209,250,1,7/20/2021 21:28
247,127,0,1020,127,1,247,0,109316,150,1,7/20/2021 21:28
250,126,1,1021,126,1,250,0,109424,150,1,7/20/2021 21:28
251,125,2,1022,125,1,251,0,109531,150,1,7/20/2021 21:28
252,124,3,1023,124,1,252,0,109638,150,1,7/20/2021 21:28
253,123,4,1024,123,1,253,0,109745,150,1,7/20/2021 21:28
254,122,5,1025,122,1,254,0,109852,150,1,7/20/2021 21:28
253,121,6,1026,121,1,253,0,109959,150,1,7/20/2021 21:28
252,120,7,1027,120,1,252,0,110067,150,1,7/20/2021 21:28
251,119,8,1028,119,1,251,0,110174,150,1,7/20/2021 21:28
250,118,9,1029,118,1,250,0,110281,150,1,7/20/2021 21:28
247,117,10,1030,117,1,247,0,110388,150,1,7/20/2021 21:28
245,116,11,1031,116,1,245,0,110495,150,1,7/20/2021 21:28
241,115,12,1032,115,1,241,0,110603,150,1,7/20/2021 21:28
238,114,13,1033,114,1,238,0,110710,150,1,7/20/2021 21:28
234,113,14,1034,113,1,234,0,110817,150,1,7/20/2021 21:28
229,112,15,1035,112,1,229,0,110924,150,1,7/20/2021 21:28
224,111,16,1036,111,1,224,0,111031,150,1,7/20/2021 21:28
219,110,17,1037,110,1,219,0,111138,150,1,7/20/2021 21:28
213,109,18,1038,109,1,213,0,111246,150,1,7/20/2021 21:28
207,108,19,1039,108,1,207,0,111353,150,1,7/20/2021 21:28
201,107,20,1040,107,1,201,0,111460,150,1,7/20/2021 21:28
195,106,21,1041,106,1,195,0,111567,150,1,7/20/2021 21:28
188,105,22,1042,105,1,188,0,111674,150,1,7/20/2021 21:28
181,104,23,1043,104,1,181,0,111781,150,1,7/20/2021 21:28
173,103,24,1044,103,1,173,0,111889,150,1,7/20/2021 21:28
166,102,25,1045,102,1,166,0,111996,150,1,7/20/2021 21:28
158,101,26,1046,101,1,158,0,112103,150,1,7/20/2021 21:28
150,100,27,1047,100,1,150,0,112210,150,1,7/20/2021 21:28
142,99,28,1048,99,1,142,0,112317,150,1,7/20/2021 21:28
134,98,29,1049,98,1,134,0,112424,150,1,7/20/2021 21:28
127,97,30,1050,97,1,127,0,112532,150,1,7/20/2021 21:28
119,96,31,1051,96,1,119,0,112639,150,1,7/20/2021 21:28
111,95,32,1052,95,1,111,0,112746,150,1,7/20/2021 21:28
103,94,33,1053,94,1,103,0,112853,150,1,7/20/2021 21:28
95,93,34,1054,93,1,95,0,112960,150,1,7/20/2021 21:28
87,92,35,1055,92,1,87,0,113068,150,1,7/20/2021 21:28
80,91,36,1056,91,1,80,0,113175,150,1,7/20/2021 21:28
72,90,37,1057,90,1,72,0,113282,150,1,7/20/2021 21:28
65,89,38,1058,89,1,65,0,113389,150,1,7/20/2021 21:28
58,88,39,1059,88,1,58,0,113496,150,1,7/20/2021 21:28
52,87,40,1060,87,1,52,0,113603,150,1,7/20/2021 21:29
46,86,41,1061,86,1,46,0,113711,150,1,7/20/2021 21:29
40,85,42,1062,85,1,40,0,113818,150,1,7/20/2021 21:29
34,84,43,1063,84,1,34,0,113925,150,1,7/20/2021 21:29
29,83,44,1064,83,1,29,0,114032,150,1,7/20/2021 21:29
24,82,45,1065,82,1,24,0,114139,150,1,7/20/2021 21:29
19,81,46,1066,81,1,19,0,114246,150,1,7/20/2021 21:29
15,80,47,1067,80,1,15,0,114354,150,1,7/20/2021 21:29
12,79,48,1068,79,1,12,0,114461,150,1,7/20/2021 21:29
8,78,49,1069,78,1,8,0,114568,150,1,7/20/2021 21:29
6,77,50,1070,77,1,6,0,114675,150,1,7/20/2021 21:29
3,76,51,1071,76,1,3,0,114782,150,1,7/20/2021 21:29
2,75,52,1072,75,1,2,0,114889,150,1,7/20/2021 21:29
1,74,53,1073,74,1,1,0,114997,150,1,7/20/2021 21:29
0,73,54,1074,73,1,0,0,115104,150,1,7/20/2021 21:29
0,72,55,1075,72,1,0,0,115211,150,1,7/20/2021 21:29
0,71,56,1076,71,1,0,0,115318,150,1,7/20/2021 21:29
1,70,57,1077,70,1,1,0,115425,150,1,7/20/2021 21:29
2,69,58,1078,69,1,2,0,115532,150,1,7/20/2021 21:29
3,68,59,1079,68,1,3,0,115640,150,1,7/20/2021 21:29
6,67,60,1080,67,1,6,0,115747,150,1,7/20/2021 21:29
8,66,61,1081,66,1,8,0,115854,150,1,7/20/2021 21:29
12,65,62,1082,65,1,12,0,115961,150,1,7/20/2021 21:29
15,64,63,1083,64,1,15,0,116068,150,1,7/20/2021 21:29
19,63,64,1084,63,1,19,0,116176,150,1,7/20/2021 21:29
24,62,65,1085,62,1,24,0,116283,150,1,7/20/2021 21:29
29,61,66,1086,61,1,29,0,116390,150,1,7/20/2021 21:29
34,60,67,1087,60,1,34,0,116497,150,1,7/20/2021 21:29
40,59,68,1088,59,1,40,0,116604,150,1,7/20/2021 21:29
46,58,69,1089,58,1,46,0,116711,150,1,7/20/2021 21:29
52,57,70,1090,57,1,52,0,116819,150,1,7/20/2021 21:29
58,56,71,1091,56,1,58,0,116926,150,1,7/20/2021 21:29
65,55,72,1092,55,1,65,0,117033,150,1,7/20/2021 21:29
72,54,73,1093,54,1,72,0,117140,150,1,7/20/2021 21:29
80,53,74,1094,53,1,80,0,117247,150,1,7/20/2021 21:29
87,52,75,1095,52,1,87,0,117354,150,1,7/20/2021 21:29
95,51,76,1096,51,1,95,0,117462,150,1,7/20/2021 21:29
103,50,77,1097,50,1,103,0,117569,150,1,7/20/2021 21:29
111,49,78,1098,49,1,111,0,117676,150,1,7/20/2021 21:29
119,48,79,1099,48,1,119,0,117783,150,1,7/20/2021 21:29
127,47,80,1100,47,1,127,0,117890,150,1,7/20/2021 21:29
134,46,81,1101,46,1,134,0,117997,150,1,7/20/2021 21:29
142,45,82,1102,45,1,142,0,118105,150,1,7/20/2021 21:29
150,44,83,1103,44,1,150,0,118212,150,1,7/20/2021 21:29
158,43,84,1104,43,1,158,0,118319,150,1,7/20/2021 21:29
166,42,85,1105,42,1,166,0,118426,150,1,7/20/2021 21:29
173,41,86,1106,41,1,173,0,118533,150,1,7/20/2021 21:29
181,40,87,1107,40,1,181,0,118641,150,1,7/20/2021 21:29
188,39,88,1108,39,1,188,0,118748,150,1,7/20/2021 21:29
195,38,89,1109,38,1,195,0,118855,150,1,7/20/2021 21:29
201,37,90,1110,37,1,201,0,118962,150,1,7/20/2021 21:29
207,36,91,1111,36,1,207,0,119069,150,1,7/20/2021 21:29
213,35,92,1112,35,1,213,0,119176,150,1,7/20/2021 21:29
219,34,93,1113,34,1,219,0,119284,150,1,7/20/2021 21:29
224,33,94,1114,33,1,224,0,119391,150,1,7/20/2021 21:29
229,32,95,1115,32,1,229,0,119498,150,1,7/20/2021 21:29
234,31,96,1116,31,1,234,0,119605,150,1,7/20/2021 21:29
238,30,97,1117,30,1,238,0,119712,150,1,7/20/2021 21:29
241,29,98,1118,29,1,241,0,119819,150,1,7/20/2021 21:29
245,28,99,1119,28,1,245,0,119927,150,1,7/20/2021 21:29
247,27,100,1120,27,1,247,0,120034,150,1,7/20/2021 21:30
250,26,101,1121,26,1,250,0,120141,150,1,7/20/2021 21:30
251,25,102,1122,25,1,251,0,120248,150,1,7/20/2021 21:30
252,24,103,1123,24,1,252,0,120355,150,1,7/20/2021 21:30
253,23,104,1124,23,1,253,0,120462,150,1,7/20/2021 21:30
254,22,105,1125,22,1,254,0,120570,150,1,7/20/2021 21:30
253,21,106,1126,21,1,253,0,120677,150,1,7/20/2021 21:30
252,20,107,1127,20,1,252,0,120784,150,1,7/20/2021 21:30
251,19,108,1128,19,1,251,0,120891,150,1,7/20/2021 21:30
250,18,109,1129,18,1,250,0,120998,150,1,7/20/2021 21:30
247,17,110,1130,17,1,247,0,121105,150,1,7/20/2021 21:30
245,16,111,1131,16,1,245,0,121213,150,1,7/20/2021 21:30
241,15,112,1132,15,1,241,0,121320,150,1,7/20/2021 21:30
238,14,113,1133,14,1,238,0,121427,150,1,7/20/2021 21:30
234,13,114,1134,13,1,234,0,121534,150,1,7/20/2021 21:30
229,12,115,1135,12,1,229,0,121641,150,1,7/20/2021 21:30
224,11,116,1136,11,1,224,0,121749,150,1,7/20/2021 21:30
219,10,117,1137,10,1,219,0,121856,150,1,7/20/2021 21:30
213,9,118,1138,9,1,213,0,121963,150,1,7/20/2021 21:30
207,8,119,1139,8,1,207,0,122070,150,1,7/20/2021 21:30
201,7,120,1140,7,1,201,0,122177,150,1,7/20/2021 21:30
195,6,121,1141,6,1,195,0,122284,150,1,7/20/2021 21:30
188,5,122,1142,5,1,188,0,122392,150,1,7/20/2021 21:30
181,4,123,1143,4,1,181,0,122499,150,1,7/20/2021 21:30
173,3,124,1144,3,1,173,0,122606,150,1,7/20/2021 21:30
166,2,125,1145,2,1,166,0,122713,150,1,7/20/2021 21:30
158,1,126,1146,1,1,158,0,122820,150,1,7/20/2021 21:30
150,0,127,1147,0,1,150,0,122927,250,1,7/20/2021 21:30
142,1,128,1148,1,1,142,0,123035,250,1,7/20/2021 21:30
134,2,129,1149,2,1,134,0,123142,250,1,7/20/2021 21:30
127,3,130,1150,3,1,127,0,123249,250,1,7/20/2021 21:30
119,4,131,1151,4,1,119,0,123356,250,1,7/20/2021 21:30
111,5,132,1152,5,1,111,0,123463,250,1,7/20/2021 21:30
103,6,133,1153,6,1,103,0,123570,250,1,7/20/2021 21:30
95,7,134,1154,7,1,95,0,123678,250,1,7/20/2021 21:30
87,8,135,1155,8,1,87,0,123785,250,1,7/20/2021 21:30
80,9,136,1156,9,1,80,0,123892,250,1,7/20/2021 21:30
72,10,137,1157,10,1,72,0,123999,250,1,7/20/2021 21:30
65,11,138,1158,11,1,65,0,124106,250,1,7/20/2021 21:30
58,12,139,1159,12,1,58,0,124214,250,1,7/20/2021 21:30
52,13,140,1160,13,1,52,0,124321,250,1,7/20/2021 21:30
46,14,141,1161,14,1,46,0,124428,250,1,7/20/2021 21:30
40,15,142,1162,15,1,40,0,124535,250,1,7/20/2021 21:30
34,16,143,1163,16,1,34,0,124642,250,1,7/20/2021 21:30
29,17,144,1164,17,1,29,0,124749,250,1,7/20/2021 21:30
24,18,145,1165,18,1,24,0,124857,250,1,7/20/2021 21:30
19,19,146,1166,19,1,19,0,124964,250,1,7/20/2021 21:30
15,20,147,1167,20,1,15,0,125071,250,1,7/20/2021 21:30
12,21,148,1168,21,1,12,0,125178,250,1,7/20/2021 21:30
8,22,149,1169,22,1,8,0,125285,250,1,7/20/2021 21:30
6,23,150,1170,23,1,6,0,125392,250,1,7/20/2021 21:30
3,24,151,1171,24,1,3,0,125500,250,1,7/20/2021 21:30
2,25,152,1172,25,1,2,0,125607,250,1,7/20/2021 21:30
1,26,153,1173,26,1,1,0,125714,250,1,7/20/2021 21:30
0,27,154,1174,27,1,0,0,125821,250,1,7/20/2021 21:30
0,28,155,1175,28,1,0,0,125928,250,1,7/20/2021 21:30
0,29,156,1176,29,1,0,0,126035,250,1,7/20/2021 21:30
1,30,157,1177,30,1,1,0,126143,250,1,7/20/2021 21:30
2,31,158,1178,31,1,2,0,126250,250,1,7/20/2021 21:30
3,32,159,1179,32,1,3,0,126357,250,1,7/20/2021 21:30
6,33,160,1180,33,1,6,0,126464,250,1,7/20/2021 21:31
8,34,161,1181,34,1,8,0,126571,250,1,7/20/2021 21:31
12,35,162,1182,35,1,12,0,126678,250,1,7/20/2021 21:31
15,36,163,1183,36,1,15,0,126786,250,1,7/20/2021 21:31
19,37,164,1184,37,1,19,0,126893,250,1,7/20/2021 21:31
24,38,165,1185,38,1,24,0,127000,250,1,7/20/2021 21:31
29,39,166,1186,39,1,29,0,127107,250,1,7/20/2021 21:31
34,40,167,1187,40,1,34,0,127214,250,1,7/20/2021 21:31
40,41,168,1188,41,1,40,0,127322,250,1,7/20/2021 21:31
46,42,169,1189,42,1,46,0,127429,250,1,7/20/2021 21:31
52,43,170,1190,43,1,52,0,127536,250,1,7/20/2021 21:31
58,44,171,1191,44,1,58,0,127643,250,1,7/20/2021 21:31
65,45,172,1192,45,1,65,0,127750,250,1,7/20/2021 21:31
72,46,173,1193,46,1,72,0,127857,250,1,7/20/2021 21:31
80,47,174,1194,47,1,80,0,127965,250,1,7/20/2021 21:31
87,48,175,1195,48,1,87,0,128072,250,1,7/20/2021 21:31
95,49,176,1196,49,1,95,0,128179,250,1,7/20/2021 21:31
103,50,177,1197,50,1,103,0,128286,250,1,7/20/2021 21:31
111,51,178,1198,51,1,111,0,128393,250,1,7/20/2021 21:31
119,52,179,1199,52,1,119,0,128500,250,1,7/20/2021 21:31
126,53,180,1200,53,1,126,0,128608,250,1,7/20/2021 21:31
134,54,181,1201,54,1,134,0,128715,250,1,7/20/2021 21:31
142,55,182,1202,55,1,142,0,128822,250,1,7/20/2021 21:31
150,56,183,1203,56,1,150,0,128929,250,1,7/20/2021 21:31
158,57,184,1204,57,1,158,0,129036,250,1,7/20/2021 21:31
166,58,185,1205,58,1,166,0,129143,250,1,7/20/2021 21:31
173,59,186,1206,59,1,173,0,129251,250,1,7/20/2021 21:31
181,60,187,1207,60,1,181,0,129358,250,1,7/20/2021 21:31
188,61,188,1208,61,1,188,0,129465,250,1,7/20/2021 21:31
195,62,189,1209,62,1,195,0,129572,250,1,7/20/2021 21:31
201,63,190,1210,63,1,201,0,129679,250,1,7/20/2021 21:31
207,64,191,1211,64,1,207,0,129787,250,1,7/20/2021 21:31
213,65,192,1212,65,1,213,0,129894,250,1,7/20/2021 21:31
219,66,193,1213,66,1,219,0,130001,250,1,7/20/2021 21:31
224,67,194,1214,67,1,224,0,130108,250,1,7/20/2021 21:31
229,68,195,1215,68,1,229,0,130215,250,1,7/20/2021 21:31
234,69,196,1216,69,1,234,0,130322,250,1,7/20/2021 21:31
238,70,197,1217,70,1,238,0,130430,250,1,7/20/2021 21:31
241,71,198,1218,71,1,241,0,130537,250,1,7/20/2021 21:31
245,72,199,1219,72,1,245,0,130644,250,1,7/20/2021 21:31
247,73,200,1220,73,1,247,0,130751,250,1,7/20/2021 21:31
250,74,201,1221,74,1,250,0,130858,250,1,7/20/2021 21:31
251,75,202,1222,75,1,251,0,130965,250,1,7/20/2021 21:31
252,76,203,1223,76,1,252,0,131073,250,1,7/20/2021 21:31
253,77,204,1224,77,1,253,0,131180,250,1,7/20/2021 21:31
254,78,205,1225,78,1,254,0,131287,250,1,7/20/2021 21:31
253,79,206,1226,79,1,253,0,131394,250,1,7/20/2021 21:31
252,80,207,1227,80,1,252,0,131501,250,1,7/20/2021 21:31
251,81,208,1228,81,1,251,0,131608,250,1,7/20/2021 21:31
250,82,209,1229,82,1,250,0,131716,250,1,7/20/2021 21:31
247,83,210,1230,83,1,247,0,131823,250,1,7/20/2021 21:31
245,84,211,1231,84,1,245,0,131930,250,1,7/20/2021 21:31
241,85,212,1232,85,1,241,0,132037,250,1,7/20/2021 21:31
238,86,213,1233,86,1,238,0,132144,250,1,7/20/2021 21:31
234,87,214,1234,87,1,234,0,132251,250,1,7/20/2021 21:31
229,88,215,1235,88,1,229,0,132359,250,1,7/20/2021 21:31
224,89,216,1236,89,1,224,0,132466,250,1,7/20/2021 21:31
219,90,217,1237,90,1,219,0,132573,250,1,7/20/2021 21:31
213,91,218,1238,91,1,213,0,132680,250,1,7/20/2021 21:31
207,92,219,1239,92,1,207,0,132787,250,1,7/20/2021 21:31
201,93,220,1240,93,1,201,0,132895,250,1,7/20/2021 21:32
195,94,221,1241,94,1,195,0,133002,250,1,7/20/2021 21:32
188,95,222,1242,95,1,188,0,133109,250,1,7/20/2021 21:32
181,96,223,1243,96,1,181,0,133216,250,1,7/20/2021 21:32
173,97,224,1244,97,1,173,0,133323,250,1,7/20/2021 21:32
166,98,225,1245,98,1,166,0,133430,250,1,7/20/2021 21:32
158,99,226,1246,99,1,158,0,133538,250,1,7/20/2021 21:32
150,100,227,1247,100,1,150,0,133645,250,1,7/20/2021 21:32
142,101,228,1248,101,1,142,0,133752,250,1,7/20/2021 21:32
134,102,229,1249,102,1,134,0,133859,250,1,7/20/2021 21:32
127,103,230,1250,103,1,127,0,133966,250,1,7/20/2021 21:32
119,104,231,1251,104,1,119,0,134073,250,1,7/20/2021 21:32
111,105,232,1252,105,1,111,0,134181,250,1,7/20/2021 21:32
103,106,233,1253,106,1,103,0,134288,250,1,7/20/2021 21:32
95,107,234,1254,107,1,95,0,134395,250,1,7/20/2021 21:32
87,108,235,1255,108,1,87,0,134502,250,1,7/20/2021 21:32
80,109,236,1256,109,1,80,0,134609,250,1,7/20/2021 21:32
72,110,237,1257,110,1,72,0,134716,250,1,7/20/2021 21:32
65,111,238,1258,111,1,65,0,134824,250,1,7/20/2021 21:32
58,112,239,1259,112,1,58,0,134931,250,1,7/20/2021 21:32
52,113,240,1260,113,1,52,0,135038,250,1,7/20/2021 21:32
46,114,241,1261,114,1,46,0,135145,250,1,7/20/2021 21:32
40,115,242,1262,115,1,40,0,135252,250,1,7/20/2021 21:32
34,116,243,1263,116,1,34,0,135359,250,1,7/20/2021 21:32
29,117,244,1264,117,1,29,0,135467,250,1,7/20/2021 21:32
24,118,245,1265,118,1,24,0,135574,250,1,7/20/2021 21:32
19,119,246,1266,119,1,19,0,135681,250,1,7/20/2021 21:32
15,120,247,1267,120,1,15,0,135788,250,1,7/20/2021 21:32
12,121,248,1268,121,1,12,0,135895,250,1,7/20/2021 21:32
8,122,249,1269,122,1,8,0,136003,250,1,7/20/2021 21:32
6,123,250,1270,123,1,6,0,136110,250,1,7/20/2021 21:32
3,124,251,1271,124,1,3,0,136217,250,1,7/20/2021 21:32
2,125,252,1272,125,1,2,0,136324,250,1,7/20/2021 21:32
1,126,253,1273,126,1,1,0,136431,250,1,7/20/2021 21:32
0,127,254,1274,127,1,0,0,136538,250,1,7/20/2021 21:32
0,127,0,1275,127,1,0,0,136646,150,1,7/20/2021 21:32
0,126,1,1276,126,1,0,0,136753,150,1,7/20/2021 21:32
1,125,2,1277,125,1,1,0,136860,150,1,7/20/2021 21:32
2,124,3,1278,124,1,2,0,136967,150,1,7/20/2021 21:32
3,123,4,1279,123,1,3,0,137074,150,1,7/20/2021 21:32
6,122,5,1280,122,1,6,0,137181,150,1,7/20/2021 21:32
8,121,6,1281,121,1,8,0,137289,150,1,7/20/2021 21:32
12,120,7,1282,120,1,12,0,137396,150,1,7/20/2021 21:32
15,119,8,1283,119,1,15,0,137503,150,1,7/20/2021 21:32
19,118,9,1284,118,1,19,0,137610,150,1,7/20/2021 21:32
24,117,10,1285,117,1,24,0,137717,150,1,7/20/2021 21:32
29,116,11,1286,116,1,29,0,137824,150,1,7/20/2021 21:32
34,115,12,1287,115,1,34,0,137932,150,1,7/20/2021 21:32
40,114,13,1288,114,1,40,0,138039,150,1,7/20/2021 21:32
46,113,14,1289,113,1,46,0,138146,150,1,7/20/2021 21:32
52,112,15,1290,112,1,52,0,138253,150,1,7/20/2021 21:32
58,111,16,1291,111,1,58,0,138360,150,1,7/20/2021 21:32
65,110,17,1292,110,1,65,0,138468,150,1,7/20/2021 21:32
72,109,18,1293,109,1,72,0,138575,150,1,7/20/2021 21:32
80,108,19,1294,108,1,80,0,138682,150,1,7/20/2021 21:32
87,107,20,1295,107,1,87,0,138789,150,1,7/20/2021 21:32
95,106,21,1296,106,1,95,0,138896,150,1,7/20/2021 21:32
103,105,22,1297,105,1,103,0,139003,150,1,7/20/2021 21:32
111,104,23,1298,104,1,111,0,139111,150,1,7/20/2021 21:32
119,103,24,1299,103,1,119,0,139218,150,1,7/20/2021 21:32
126,102,25,1300,102,1,126,0,139325,150,1,7/20/2021 21:33
134,101,26,1301,101,1,134,0,139432,150,1,7/20/2021 21:33
142,100,27,1302,100,1,142,0,139539,150,1,7/20/2021 21:33
150,99,28,1303,99,1,150,0,139646,150,1,7/20/2021 21:33
158,98,29,1304,98,1,158,0,139754,150,1,7/20/2021 21:33
166,97,30,1305,97,1,166,0,139861,150,1,7/20/2021 21:33
173,96,31,1306,96,1,173,0,139968,150,1,7/20/2021 21:33
181,95,32,1307,95,1,181,0,140075,150,1,7/20/2021 21:33
188,94,33,1308,94,1,188,0,140182,150,1,7/20/2021 21:33
195,93,34,1309,93,1,195,0,140289,150,1,7/20/2021 21:33
201,92,35,1310,92,1,201,0,140397,150,1,7/20/2021 21:33
207,91,36,1311,91,1,207,0,140504,150,1,7/20/2021 21:33
213,90,37,1312,90,1,213,0,140611,150,1,7/20/2021 21:33
219,89,38,1313,89,1,219,0,140718,150,1,7/20/2021 21:33
224,88,39,1314,88,1,224,0,140825,150,1,7/20/2021 21:33
